종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
278990,EMB,KONEX,일반기업부,9690,-110,-1.12,9800,9800,9690,5,48560,46527319890,4801581
365550,ESR켄달스퀘어리츠,KOSPI,,4945,110,2.28,4830,4965,4790,345889,1695253385,1053725105000,213089000
050120,ES큐브,KOSDAQ,중견기업부,2280,-55,-2.36,2335,2350,2280,6112,14053460,30926116080,13564086
383220,F&F,KOSPI,,67700,3600,5.62,64300,68400,64100,216377,14467887500,2593388977500,38307075
007700,F&F홀딩스,KOSPI,,15440,220,1.45,15360,15680,15080,21389,327728710,603925826480,39114367
214270,FSN,KOSDAQ,중견기업부,2060,-5,-0.24,2065,2085,2045,86323,177969255,68495953780,33250463
130500,GH신소재,KOSDAQ,우량기업부,2850,-55,-1.89,2900,2900,2815,73970,210129070,41453398200,14545052
114090,GKL,KOSPI,,13290,10,0.08,13240,13350,13230,98083,1301578730,822061854300,61855670
900290,GRT,KOSDAQ,외국기업(소속부없음),3435,-35,-1.01,3420,3470,3375,69813,237815440,231433125000,67375000
078930,GS,KOSPI,,42650,-600,-1.39,43350,43450,42550,159840,6837708350,3962840871700,92915378
083450,GST,KOSDAQ,우량기업부,42500,0,0.0,43500,43850,42200,200955,8604469000,396004162500,9317745
006360,GS건설,KOSPI,,14810,0,0.0,14810,14910,14740,231914,3430872630,1267461866900,85581490
001250,GS글로벌,KOSPI,,2415,-25,-1.02,2450,2455,2410,396330,959635560,199319040060,82533764
007070,GS리테일,KOSPI,,21850,-700,-3.1,22400,22900,21800,353354,7836844800,2288086595700,104717922
078935,GS우,KOSPI,,36900,-50,-0.14,37050,37200,36850,5127,189234900,65860079400,1784826
297890,HB솔루션,KOSDAQ,우량기업부,7090,-310,-4.19,7540,7570,6950,2708420,19611561830,518380514620,73114318
440290,HB인베스트먼트,KOSDAQ,중견기업부,2630,-35,-1.31,2640,2665,2615,71808,189230440,71291436300,27107010
078150,HB테크놀러지,KOSDAQ,우량기업부,2905,-100,-3.33,3045,3065,2885,4277841,12568386615,269339735980,92715916
012630,HDC,KOSPI,,7960,50,0.63,7920,8050,7870,37686,300191980,475544099160,59741721
039570,HDC랩스,KOSPI,,9050,50,0.56,9030,9050,8750,32687,289400890,234916289050,25957601
089470,HDC현대EP,KOSPI,,4170,20,0.48,4155,4195,4140,19934,82886295,133023000000,31900000
294870,HDC현대산업개발,KOSPI,,16880,40,0.24,16810,17040,16720,102905,1738290440,1112515730400,65907330
009540,HD한국조선해양,KOSPI,,130800,100,0.08,130000,132400,129600,109970,14375902700,9257123572800,70773116
267250,HD현대,KOSPI,,67000,-2000,-2.9,69200,69400,67000,267362,18085766900,5292536695000,78993085
267270,HD현대건설기계,KOSPI,,55800,400,0.72,55700,56100,54800,74222,4124740700,1051667956800,18847096
443060,HD현대마린솔루션,KOSPI,,142800,-200,-0.14,142500,149100,139200,1059288,153967982300,6347460000000,44450000
010620,HD현대미포,KOSPI,,69900,-500,-0.71,70100,71300,69600,118294,8285676100,2791956215100,39942149
322000,HD현대에너지솔루션,KOSPI,,30700,-1300,-4.06,31550,31900,30400,403647,12495340000,343840000000,11200000
042670,HD현대인프라코어,KOSPI,,8000,-40,-0.5,8050,8090,7940,1727578,13810454760,1596827624000,199603453
267260,HD현대일렉트릭,KOSPI,,277000,-22000,-7.36,296000,296000,275000,526864,147806890500,9985056395000,36047135
329180,HD현대중공업,KOSPI,,128300,-1200,-0.93,128800,129800,127600,124102,15919917900,11389590782800,88773116
097230,HJ중공업,KOSPI,,3115,-195,-5.89,3300,3490,3050,988135,3221556565,259399385315,83274281
195940,HK이노엔,KOSDAQ GLOBAL,중견기업부,37650,-50,-0.13,37750,38400,37400,85054,3212606350,1066620396150,28329891
014790,HL D&I,KOSPI,,2090,-15,-0.71,2150,2150,2060,125939,262994525,79124476090,37858601
028300,HLB,KOSDAQ,중견기업부,59600,1800,3.11,58500,60700,56800,2820122,166091019900,7798383694400,130845364
003580,HLB글로벌,KOSPI,,4590,60,1.32,4530,4630,4455,175530,796155475,217615994280,47410892
278650,HLB바이오스텝,KOSDAQ,우량기업부,2610,30,1.16,2610,2625,2535,558033,1443128555,226366837290,86730589
343090,HLB사이언스,KONEX,일반기업부,2025,20,1.0,2005,2050,1988,18501,37156561,33291824175,16440407
067630,HLB생명과학,KOSDAQ,중견기업부,9310,30,0.32,9300,9490,9150,736183,6874316530,1002238043870,107651777
024850,HLB이노베이션,KOSDAQ,중견기업부,3075,20,0.65,3070,3105,3010,164597,504174690,222562519125,72378055
047920,HLB제약,KOSDAQ,기술성장기업부,20200,280,1.41,20100,20600,19550,664392,13355157820,641955878800,31779994
115450,HLB테라퓨틱스,KOSDAQ,중견기업부,7520,90,1.21,7470,7700,7310,549509,4117333300,595953517760,79249138
046210,HLB파나진,KOSDAQ,벤처기업부,3120,0,0.0,3140,3140,3055,63273,196053445,127965324240,41014527
204320,HL만도,KOSPI,,49600,4900,10.96,44900,50000,44800,2065918,99708338900,2329073152000,46957120
060980,HL홀딩스,KOSPI,,34800,400,1.16,34850,34850,34250,9734,336846000,353895468000,10169410
011200,HMM,KOSPI,,19090,90,0.47,19230,19500,18950,2942135,56456449230,13153763978640,689039496
403870,HPSP,KOSDAQ,중견기업부,39850,-500,-1.24,40800,41000,39800,994591,39899415800,3304925638400,82934144
036640,HRS,KOSDAQ,우량기업부,5550,-60,-1.07,5600,5640,5500,86978,482355370,90769140000,16354800
035000,HS애드,KOSPI,,6350,-40,-0.63,6410,6410,6350,4011,25535100,105203047150,16567409
439730,IBKS제20호스팩,KOSDAQ,SPAC(소속부없음),2485,20,0.81,2460,2495,2430,4985,12289470,10710350000,4310000
442770,IBKS제21호스팩,KOSDAQ,SPAC(소속부없음),2430,50,2.1,2375,2430,2360,9332,22221420,10230300000,4210000
448760,IBKS제22호스팩,KOSDAQ,SPAC(소속부없음),2370,55,2.38,2315,2370,2315,791,1868770,10499100000,4430000
467930,IBKS제23호스팩,KOSDAQ,SPAC(소속부없음),2195,0,0.0,2180,2195,2180,3237,7083185,9284850000,4230000
469480,IBKS제24호스팩,KOSDAQ,SPAC(소속부없음),2185,5,0.23,2180,2185,2175,7865,17148710,9242550000,4230000
003560,IHQ,KOSPI,,10760,0,0.0,0,0,0,0,0,59719334240,5550124
095340,ISC,KOSDAQ,우량기업부,72100,0,0.0,72800,73200,71700,120214,8688965900,1528307881800,21197058
099520,ITX-AI,KOSDAQ,관리종목(소속부없음),1284,0,0.0,0,0,0,0,0,58141862016,45281824
175330,JB금융지주,KOSPI,,13980,-210,-1.48,14200,14240,13850,273237,3820292250,2727263108040,195083198
950170,JTC,KOSDAQ,외국기업(소속부없음),5330,20,0.38,5440,5440,5150,58265,305363660,275808034840,51746348
234080,JW생명과학,KOSPI,,12100,-20,-0.17,12140,12230,12060,10665,128891370,191598103400,15834554
067290,JW신약,KOSDAQ,중견기업부,1808,18,1.01,1800,1813,1787,102959,185199371,91921435616,50841502
001060,JW중외제약,KOSPI,,29600,0,0.0,29650,29700,29150,76504,2248847600,689263528000,23285930
001067,JW중외제약2우B,KOSPI,,57700,-1000,-1.7,58000,58000,57700,123,7108300,12115442100,209973
001065,JW중외제약우,KOSPI,,28850,-750,-2.53,29100,29150,28850,109,3166600,9865286350,341951
096760,JW홀딩스,KOSPI,,2895,-5,-0.17,2930,2930,2870,43863,126363710,214012707090,73924942
035900,JYP Ent.,KOSDAQ GLOBAL,우량기업부,58400,-200,-0.34,58900,59100,58300,244569,14337098600,2075097532800,35532492
318000,KBG,KOSDAQ,벤처기업부,7450,160,2.19,7280,7570,7230,47954,355797940,65114661350,8740223
024840,KBI메탈,KOSDAQ,중견기업부,2965,-170,-5.42,3115,3120,2915,3672295,10934090315,103505775035,34909199
105560,KB금융,KOSPI,,77400,-200,-0.26,77600,78200,75800,807918,62305421000,31231756972800,403511072
432320,KB스타리츠,KOSPI,,4420,25,0.57,4400,4435,4400,40255,177996550,448251139700,101414285
024120,KB오토시스,KOSDAQ,중견기업부,4465,35,0.79,4430,4485,4390,23970,105963715,51347500000,11500000
455250,KB제25호스팩,KOSDAQ,SPAC(소속부없음),2285,25,1.11,2265,2290,2245,18708,42519775,9836925000,4305000
458320,KB제26호스팩,KOSDAQ,SPAC(소속부없음),2485,0,0.0,0,0,0,0,0,13679925000,5505000
464680,KB제27호스팩,KOSDAQ,SPAC(소속부없음),2005,0,0.0,2005,2005,2000,24238,48487670,25874525000,12905000
476470,KB제28호스팩,KOSDAQ,SPAC(소속부없음),2100,5,0.24,2095,2115,2090,72775,152982765,11560500000,5505000
002380,KCC,KOSPI,,301500,4500,1.52,297000,308500,292500,42098,12676221500,2679271006500,8886471
021320,KCC건설,KOSDAQ,우량기업부,4505,-20,-0.44,4525,4545,4485,3245,14637200,96407000000,21400000
344820,KCC글라스,KOSPI,,40400,0,0.0,40400,40700,40300,21064,851485350,645208684800,15970512
036670,KCI,KOSDAQ,우량기업부,7380,-10,-0.14,7350,7470,7280,8335,61159280,83172600000,11270000
009070,KCTC,KOSPI,,4660,75,1.64,4595,4715,4580,190058,884854475,139800000000,30000000
009440,KC그린홀딩스,KOSPI,,1893,26,1.39,1857,1972,1850,44211,84423555,42469417140,22434980
112190,KC산업,KONEX,일반기업부,1460,-25,-1.68,1484,1484,1401,154,223827,10402869380,7125253
119650,KC코트렐,KOSPI,,1098,-19,-1.7,1117,1117,1083,510390,559548144,69908877126,63669287
044180,KD,KOSDAQ,투자주의환기종목(소속부없음),552,6,1.1,546,564,544,109929,60650215,14748225048,26717799
092220,KEC,KOSPI,,1392,-20,-1.42,1419,1430,1390,1204287,1692799635,279462292272,200763141
046440,KG모빌리언스,KOSDAQ,우량기업부,5160,-40,-0.77,5200,5230,5130,38474,198981420,200339930880,38825568
003620,KG모빌리티,KOSPI,,5430,40,0.74,5390,5500,5340,205508,1117696730,1060116297720,195233204
016380,KG스틸,KOSPI,,6870,30,0.44,6820,7250,6760,1304062,9139780320,687061122390,100008897
151860,KG에코솔루션,KOSDAQ,우량기업부,7970,170,2.18,7830,8030,7760,93541,741352820,395335925940,49603002
035600,KG이니시스,KOSDAQ,우량기업부,11140,60,0.54,11080,11160,11050,43431,482391300,310855394760,27904434
001390,KG케미칼,KOSPI,,5190,50,0.97,5150,5230,5060,246669,1267139080,355354317600,68469040
226360,KH 건설,KOSDAQ,투자주의환기종목(소속부없음),2555,0,0.0,0,0,0,0,0,60698450260,23756732
111870,KH 미래물산,KOSDAQ,관리종목(소속부없음),8910,0,0.0,0,0,0,0,0,43928518590,4930249
033180,KH 필룩스,KOSPI,,6630,0,0.0,0,0,0,0,0,125330728770,18903579
060720,KH바텍,KOSDAQ,우량기업부,14490,-70,-0.48,14500,14560,14390,71988,1039830120,343086134580,23677442
015590,KIB플러그에너지,KOSPI,,422,-24,-5.38,448,465,414,10553673,4562031068,100006211568,236981544
001940,KISCO홀딩스,KOSPI,,20100,0,0.0,20350,20350,20000,5130,103075950,325145238000,16176380
058400,KNN,KOSDAQ,우량기업부,852,1,0.12,850,857,850,209333,178663454,112830121440,132429720
025000,KPX케미칼,KOSPI,,46300,-250,-0.54,46500,46650,46150,8250,382791100,224092000000,4840000
092230,KPX홀딩스,KOSPI,,58200,-300,-0.51,58000,58900,58000,1137,66199800,245874397200,4224646
000040,KR모터스,KOSPI,,684,-7,-1.01,691,699,676,504606,344820411,41130881712,60132868
044450,KSS해운,KOSPI,,8290,-10,-0.12,8450,8470,8210,36280,300190950,191381945200,23085880
030200,KT,KOSPI,,36750,300,0.82,36650,37000,36550,762426,28017386400,9450813198750,257164985
033780,KT&G,KOSPI,,85500,300,0.35,85500,86100,85000,178185,15270558200,11142573493500,130322497
058850,KTcs,KOSPI,,3290,20,0.61,3285,3635,3215,12109310,42223593180,140433650000,42685000
058860,KTis,KOSPI,,2855,15,0.53,2840,2915,2825,645662,1856380005,99359710000,34802000
122450,KX,KOSDAQ,우량기업부,4515,-25,-0.55,4515,4575,4475,13566,61196790,204691877460,45335964
052900,KX하이텍,KOSDAQ,우량기업부,1243,2,0.16,1244,1256,1233,188913,234536995,68498643631,55107517
376190,LB루셈,KOSDAQ,중견기업부,6160,-40,-0.65,6240,6300,6150,26921,165977300,151536000000,24600000
061970,LB세미콘,KOSDAQ,우량기업부,6930,100,1.46,6810,6930,6790,146261,1002003150,303427222560,43784592
309960,LB인베스트먼트,KOSDAQ,중견기업부,4705,-130,-2.69,4780,4840,4665,170149,804385330,109237109495,23217239
093050,LF,KOSPI,,14960,10,0.07,15140,15140,14820,15488,230837560,437430400000,29240000
003550,LG,KOSPI,,79600,600,0.76,80000,80400,79100,154024,12281481600,12521159042800,157300993
034220,LG디스플레이,KOSPI,,10120,0,0.0,10140,10270,10090,604857,6148321510,5060000000000,500000000
051900,LG생활건강,KOSPI,,410500,8000,1.99,403500,412500,403000,78721,32197911000,6411269868500,15618197
051905,LG생활건강우,KOSPI,,170900,900,0.53,170000,175500,168800,7295,1241326700,358838217300,2099697
373220,LG에너지솔루션,KOSPI,,351500,15000,4.46,339000,359500,338000,395864,139132029000,82251000000000,234000000
003555,LG우,KOSPI,,60900,-100,-0.16,61000,61400,60800,3768,230037800,184016658000,3021620
032640,LG유플러스,KOSPI,,9700,-10,-0.1,9760,9770,9700,435117,4231735920,4235130201700,436611361
011070,LG이노텍,KOSPI,,244000,1000,0.41,243500,249000,239500,129367,31666472500,5774774108000,23667107
066570,LG전자,KOSPI,,100700,-400,-0.4,101900,102200,99600,963661,97038703000,16479334869800,163647814
066575,LG전자우,KOSPI,,45850,-350,-0.76,46300,46850,45450,28549,1308637000,787977733200,17185992
037560,LG헬로비전,KOSPI,,3080,5,0.16,3090,3095,3065,94783,291624055,238536344200,77446865
051910,LG화학,KOSPI,,374500,13500,3.74,362000,381000,361000,395879,148617383000,26436832453500,70592343
051915,LG화학우,KOSPI,,254000,11500,4.74,243000,257000,243000,25227,6386028000,1952955200000,7688800
079550,LIG넥스원,KOSPI,,166100,800,0.48,164000,168000,163600,164298,27395876300,3654200000000,22000000
225190,LK삼양,KOSDAQ,중견기업부,1797,-3,-0.17,1802,1803,1795,34214,61548097,91194946680,50748440
006260,LS,KOSPI,,149900,-13900,-8.49,161900,161900,148500,1153220,174873148100,4826780000000,32200000
010120,LS ELECTRIC,KOSPI,,190200,-16800,-8.12,205000,205000,187300,1123352,216445715900,5706000000000,30000000
000680,LS네트웍스,KOSPI,,4605,-25,-0.54,4625,4665,4545,412440,1888344365,362887888680,78803016
060370,LS마린솔루션,KOSDAQ,중견기업부,18300,-550,-2.92,19430,19600,16940,4515383,82005810440,474669645600,25938232
417200,LS머트리얼즈,KOSDAQ,중견기업부,26950,450,1.7,26500,27700,26200,983568,26538329150,1823239160050,67652659
229640,LS에코에너지,KOSPI,,33850,-2850,-7.77,36200,36500,33450,1466574,50401715100,1036652154150,30624879
108320,LX세미콘,KOSPI,,69600,-200,-0.29,70300,70500,69200,65258,4551969000,1131995280000,16264300
001120,LX인터내셔널,KOSPI,,29600,-250,-0.84,29700,29800,28900,495606,14532056200,1147296000000,38760000
108670,LX하우시스,KOSPI,,42600,300,0.71,42350,42850,42300,6047,256916700,382022742000,8967670
108675,LX하우시스우,KOSPI,,22300,100,0.45,22200,22350,22200,1591,35429100,23020959000,1032330
383800,LX홀딩스,KOSPI,,6860,10,0.15,6850,6870,6810,33700,230485240,523285533400,76280690
38380K,LX홀딩스1우,KOSPI,,8820,10,0.11,8910,8910,8720,1596,14054630,12923813700,1465285
086960,MDS테크,KOSDAQ,중견기업부,1583,-12,-0.75,1595,1605,1581,450422,714895698,138784440404,87671788
023150,MH에탄올,KOSPI,,6140,0,0.0,6140,6180,6080,6310,38586780,45304149640,7378526
038340,MIT,KOSDAQ,관리종목(소속부없음),1233,0,0.0,0,0,0,0,0,39979891836,32424892
035420,NAVER,KOSPI,,177100,300,0.17,177400,178200,175600,467925,82836744100,28762561997400,162408594
160550,NEW,KOSDAQ,중견기업부,3025,-5,-0.17,3025,3080,3020,47492,144437985,84415970650,27906106
053290,NE능률,KOSDAQ,우량기업부,4330,10,0.23,4320,4375,4315,39748,172688645,71558909310,16526307
181710,NHN,KOSPI,,22400,250,1.13,22200,22650,22100,44251,987656550,756361155200,33766123
060250,NHN KCP,KOSDAQ GLOBAL,우량기업부,9820,-40,-0.41,9850,9950,9800,111086,1093998660,394377200020,40160611
104200,NHN벅스,KOSDAQ,중견기업부,3695,-45,-1.2,3730,3750,3690,17869,66288610,54787797250,14827550
400760,NH올원리츠,KOSPI,,3630,5,0.14,3625,3660,3590,49383,179472645,153186000000,42200000
005940,NH투자증권,KOSPI,,11930,-10,-0.08,11950,12030,11800,419656,5009848430,3906983127070,327492299
005945,NH투자증권우,KOSPI,,11030,10,0.09,11020,11050,10950,44443,488304890,208146777040,18870968
338100,NH프라임리츠,KOSPI,,4305,-5,-0.12,4350,4350,4285,9804,42215225,80331300000,18660000
034310,NICE,KOSPI,,11150,100,0.9,11080,11150,11040,20701,229691320,418163768550,37503477
030190,NICE평가정보,KOSPI,,10660,10,0.09,10680,10750,10400,116837,1223893715,640747762200,60107670
008260,NI스틸,KOSPI,,4740,220,4.87,4510,5240,4505,2906539,14329070760,135564554580,28600117
004250,NPC,KOSPI,,5040,50,1.0,4960,5050,4960,29205,146493605,185068800000,36720000
004255,NPC우,KOSPI,,2720,-5,-0.18,2725,2730,2690,9381,25448915,14361600000,5280000
222160,NPX,KOSDAQ,관리종목(소속부없음),8040,0,0.0,0,0,0,0,0,79551289560,9894439
456040,OCI,KOSPI,,94200,-900,-0.95,95000,95100,93600,28174,2656073500,843325029000,8952495
010060,OCI홀딩스,KOSPI,,93400,-200,-0.21,93900,94700,93100,43480,4073813100,1827276012200,19563983
178920,PI첨단소재,KOSPI,,26850,-200,-0.74,27050,27300,26300,66084,1767539800,788485745700,29366322
024940,PN풍년,KOSDAQ,벤처기업부,4530,10,0.22,4565,4625,4510,71567,326022060,45300000000,10000000
005490,POSCO홀딩스,KOSPI,,381000,6000,1.6,376500,385500,374000,420191,160177851000,32221638630000,84571230
218410,RFHIC,KOSDAQ,우량기업부,16150,50,0.31,16080,16330,15900,88760,1432251840,427723738300,26484442
327260,RF머트리얼즈,KOSDAQ,벤처기업부,10580,-380,-3.47,11060,11100,10330,169845,1808620460,89223583980,8433231
091340,S&K폴리텍,KOSDAQ,중견기업부,2820,40,1.44,2810,2960,2790,158833,452942845,33004493220,11703721
010950,S-Oil,KOSPI,,67400,-500,-0.74,68000,68200,67300,237460,16055518300,7588080180800,112582792
010955,S-Oil우,KOSPI,,47100,-200,-0.42,47200,47300,47000,5573,262489000,189432761700,4021927
419530,SAMG엔터,KOSDAQ,기술성장기업부,11200,-180,-1.58,11380,11470,11180,42316,476468340,96218416000,8590930
019550,SBI인베스트먼트,KOSDAQ,중견기업부,868,-5,-0.57,872,880,855,414079,358513342,140673787100,162066575
950110,SBI핀테크솔루션즈,KOSDAQ,외국기업(소속부없음),3220,115,3.7,3105,3230,3105,10018,31665450,77449178800,24052540
034120,SBS,KOSPI,,19240,110,0.58,19140,19350,19140,26398,507929910,356925819120,18551238
036120,SCI평가정보,KOSDAQ,중견기업부,2455,-30,-1.21,2470,2505,2455,65073,160600075,87152500000,35500000
246960,SCL사이언스,KOSDAQ,기술성장기업부,10600,-10,-0.09,10900,11500,10430,9799,104519340,76862306600,7251161
099220,SDN,KOSDAQ,중견기업부,1621,-65,-3.86,1671,1683,1612,1626852,2656112253,91054505631,56171811
036540,SFA반도체,KOSDAQ,우량기업부,5450,120,2.25,5400,5640,5400,1184883,6527441030,896308651350,164460303
255220,SG,KOSDAQ,중견기업부,1319,1,0.08,1303,1371,1300,783877,1037349768,80691025290,61175910
040610,SG&G,KOSDAQ,중견기업부,1683,-25,-1.46,1709,1713,1679,81489,137834983,57368750868,34087196
049470,SGA,KOSDAQ,중견기업부,490,0,0.0,0,0,0,0,0,28842502010,58862249
184230,SGA솔루션즈,KOSDAQ,벤처기업부,626,-8,-1.26,639,639,623,105115,66104646,39187074786,62599161
016250,SGC E&C,KOSDAQ,우량기업부,16400,70,0.43,16360,16580,16200,1180,19408670,53194794000,3243585
005090,SGC에너지,KOSPI,,26100,-400,-1.51,26550,26700,26100,28538,751119200,376083591300,14409333
001380,SG글로벌,KOSPI,,1888,18,0.96,1849,1888,1845,84945,158853267,84892301984,44964143
004060,SG세계물산,KOSPI,,400,2,0.5,399,401,397,214782,85627961,80969984000,202424960
001770,SHD,KOSPI,,16890,-150,-0.88,17040,17210,16880,1238,21061380,20519289420,1214878
002360,SH에너지화학,KOSPI,,652,-31,-4.54,690,697,647,8457958,5621592967,72459191960,111133730
009160,SIMPAC,KOSPI,,4020,-40,-0.99,4040,4100,3995,50480,202894160,263026654320,65429516
123700,SJM,KOSPI,,3605,35,0.98,3570,3620,3525,58953,211489240,56255657290,15604898
