ITEM_CODE,ITEM_NAME,MARKET_DIV
001770,SHD,KOSPI
001780,알루코,KOSPI
001785,"동양강철(1우 )",KOSPI
001787,동양강철(2우B),KOSPI
001790,대한제당,KOSPI
001795,대한제당우,KOSPI
001797,대한제당(2우B),KOSPI
001799,대한제당3우B,KOSPI
001800,오리온홀딩스,KOSPI
001810,무림SP,KOSDAQ
001820,삼화콘덴서,KOSPI
001830,동부일렉트로닉스,KOSPI
001835,동부일렉트로닉스(1우B),KOSPI
001837,동부일렉트로닉스(2우B),KOSPI
001840,이화공영,KOSDAQ
001880,DL건설,KOSPI
001890,영창악기,KOSPI
001920,한보철강,KOSPI
001940,KISCO홀딩스,KOSPI
001950,남한제지,KOSPI
001955,남한제지우,KOSPI
001970,신성건설,KOSPI
001975,신성건설우,KOSPI
001980,대호,KOSPI
002000,한국유리,KOSPI
002005,한국유리우,KOSPI
002020,코오롱,KOSPI
002025,코오롱우,KOSPI
002027,코오롱2우B,KOSPI
002030,아세아,KOSPI
002050,경향건설,KOSPI
002055,"경향건설(1우 )",KOSPI
002070,남영비비안,KOSPI
002100,경농,KOSPI
002105,"경농(1우 )",KOSPI
002130,피어리스,KOSPI
002140,고려산업,KOSPI
002150,도화엔지니어링,KOSPI
002170,삼양통상,KOSPI
002180,삼익건설,KOSPI
002200,한국수출포장,KOSPI
002210,동성제약,KOSPI
002220,한일철강,KOSPI
002230,피에스텍,KOSDAQ
002240,고려제강,KOSPI
002250,알보젠코리아,KOSPI
002270,롯데푸드,KOSPI
002290,삼일기업공사,KOSDAQ
002300,한국제지,KOSPI
002310,아세아제지,KOSPI
002320,한진,KOSPI
002350,넥센타이어,KOSPI
002355,넥센타이어1우B,KOSPI
002360,SH에너지화학,KOSPI
002365,SH에너지화학우,KOSPI
002380,KCC,KOSPI
002390,한독,KOSPI
002410,범양건영,KOSPI
002420,세기상사,KOSPI
002450,삼익악기,KOSPI
002460,HS화성,KOSPI
002470,동성,KOSPI
002480,범양사,KOSDAQ
002530,벽산건설,KOSPI
002535,벽산건설우,KOSPI
002540,메이드,KOSPI
002550,KB손해보험,KOSPI
002580,삼미,KOSPI
002585,"삼미(1우 )",KOSPI
002600,조흥,KOSPI
002610,LGEI,KOSPI
002615,LGEI(1우),KOSPI
002620,제일파마홀딩스,KOSPI
002630,오리엔트바이오,KOSPI
002670,미주제강,KOSDAQ
002680,한탑,KOSDAQ
002690,동일제강,KOSPI
002700,신일전자,KOSPI
002710,TCC스틸,KOSPI
002720,국제약품,KOSPI
002740,동양화학,KOSPI
002745,동양화학(1우),KOSPI
002760,보락,KOSPI
002780,진흥기업,KOSPI
002785,진흥기업우B,KOSPI
002787,진흥기업2우B,KOSPI
002790,아모레G,KOSPI
002795,아모레G우,KOSPI
002797,아모레G2우B,KOSPI
00279K,아모레G3우(전환),KOSPI
002800,신신제약,KOSDAQ
002810,삼영무역,KOSPI
002820,SUN&L,KOSPI
002840,미원상사,KOSPI
002850,영풍산업,KOSPI
002855,"영풍산업(1우 )",KOSPI
002857,영풍산업(2우B),KOSPI
002860,하나은행,KOSPI
002870,신풍,KOSPI
002880,대유에이텍,KOSPI
002900,TYM,KOSPI
002920,유성기업,KOSPI
002930,삼도물산,KOSPI
002950,두산건설,KOSPI
002955,"두산건설(1우 )",KOSPI
002957,두산건설(2우B),KOSPI
002960,한국쉘석유,KOSPI
002990,금호건설,KOSPI
002995,금호건설우,KOSPI
003000,부광약품,KOSPI
003010,혜인,KOSPI
003020,남양,KOSPI
003030,세아제강지주,KOSPI
003040,한일약품,KOSPI
003050,넥상스코리아,KOSPI
003060,에이프로젠바이오로직스,KOSPI
003070,코오롱글로벌,KOSPI
003075,코오롱글로벌우,KOSPI
003079,코오롱건설(3우B),KOSPI
003080,성보화학,KOSPI
003090,대웅,KOSPI
003100,선광,KOSDAQ
003110,대일화학,KOSPI
003120,일성아이에스,KOSPI
003160,디아이,KOSPI
003190,알앤엘바이오,KOSPI
003200,일신방직,KOSPI
003220,대원제약,KOSPI
003230,삼양식품,KOSPI
003240,태광산업,KOSPI
003260,서광,KOSPI
003280,흥아해운,KOSPI
003300,한일홀딩스,KOSPI
003310,대주산업,KOSDAQ
003320,신한증권,KOSPI
003330,하나증권,KOSPI
003335,"하나증권(1우 )",KOSPI
003350,한국화장품제조,KOSPI
003380,하림지주,"KOSDAQ GLOBAL"
003410,쌍용C&E,KOSPI
003415,쌍용양회우,KOSPI
003417,쌍용양회2우B,KOSPI
003419,쌍용양회3우B,KOSPI
00341A,쌍용양회4우B,KOSPI
00341D,쌍용양회5우B,KOSPI
003450,현대증권,KOSPI
003457,현대증권2우B,KOSPI
003460,유화증권,KOSPI
003465,유화증권우,KOSPI
003470,유안타증권,KOSPI
003475,유안타증권우,KOSPI
003480,한진중공업홀딩스,KOSPI
003490,대한항공,KOSPI
003495,대한항공우,KOSPI
003497,대한항공(2우B),KOSPI
003520,영진약품,KOSPI
003530,한화투자증권,KOSPI
003535,한화투자증권우,KOSPI
003540,대신증권,KOSPI
003545,대신증권우,KOSPI
003547,대신증권2우B,KOSPI
003550,LG,KOSPI
003555,LG우,KOSPI
003560,IHQ,KOSPI
003570,SNT다이내믹스,KOSPI
003580,HLB글로벌,KOSPI
003590,광덕물산,KOSPI
003595,광덕물산(1우B),KOSPI
003600,SK,KOSPI
003605,SK우,KOSPI
003610,방림,KOSPI
003620,KG모빌리티,KOSPI
003640,유니온스틸,KOSPI
003650,미창석유,KOSPI
003660,고려시멘트,KOSPI
003670,포스코퓨처엠,KOSPI
003680,한성기업,KOSPI
003690,코리안리,KOSPI
003720,삼영,KOSPI
003780,진양산업,KOSPI
003800,에이스침대,KOSDAQ
003810,대우,KOSPI
003830,대한화섬,KOSPI
003850,보령,KOSPI
003900,해태유업,KOSPI
003905,"해태유업(1우 )",KOSPI
003920,남양유업,KOSPI
003925,남양유업우,KOSPI
003930,부흥,KOSPI
003940,삼양제넥스,KOSPI
003945,삼양제넥우,KOSPI
003960,사조대림,KOSPI
003965,사조대림우,KOSPI
003980,한일합섬,KOSPI
003985,"한일합섬(1우 )",KOSPI
003990,BHK,KOSPI
004000,롯데정밀화학,KOSPI
004010,롯데미도파,KOSPI
004020,현대제철,KOSPI
004025,"현대제철 1우B",KOSPI
004060,SG세계물산,KOSPI
004080,신흥,KOSPI
004090,한국석유,KOSPI
004100,태양금속,KOSPI
004105,태양금속우,KOSPI
004110,대선주조,KOSPI
004130,대덕GDS,KOSPI
004135,대덕GDS우,KOSPI
004137,대덕GDS2우B,KOSPI
004140,동방,KOSPI
004145,동방(1우B),KOSPI
004147,동방전환상환2우B,KOSPI
004149,동방전환상환3우B,KOSPI
004150,한솔홀딩스,KOSPI
004155,"한솔제지(1우 )",KOSPI
004170,신세계,KOSPI
004175,신세계(1우B),KOSPI
004190,스마텔,KOSPI
004200,고려개발,KOSPI
004230,세신,KOSPI
004250,NPC,KOSPI
004255,NPC우,KOSPI
004270,남성,KOSPI
004290,아이케이,KOSPI
004295,"아이케이(1우 )",KOSPI
004310,현대약품,KOSPI
004320,울트라건설,KOSDAQ
004325,울트라건설우,KOSDAQ
004360,세방,KOSPI
004365,세방우,KOSPI
004367,세방2우B,KOSPI
004370,농심,KOSPI
004380,삼익THK,KOSPI
004390,오리온전기,KOSPI
004410,서울식품,KOSPI
004415,서울식품우,KOSPI
004420,동국무역,KOSPI
004430,송원산업,KOSPI
004440,삼일씨엔에스,KOSPI
004450,삼화왕관,KOSPI
004460,고합,KOSPI
004465,"고합(1우 )",KOSPI
004490,세방전지,KOSPI
004510,디와이홀딩스,KOSPI
004530,SY,KOSPI
004540,깨끗한나라,KOSPI
004545,깨끗한나라우,KOSPI
004550,대우송도개발,KOSPI
004555,대우송도개발1우,KOSPI
004560,현대비앤지스틸,KOSPI
004565,현대비앤지스틸우,KOSPI
004590,한국가구,KOSDAQ
004620,캠브리지코오롱,KOSPI
004650,창해에탄올,KOSDAQ
004660,신동방CP,KOSPI
004690,삼천리,KOSPI
004700,조광피혁,KOSPI
004710,한솔테크닉스,KOSPI
004720,팜젠사이언스,KOSPI
004740,보루네오,KOSPI
004770,써니전자,KOSPI
004780,대륙제관,KOSDAQ
004790,렉스엘이앤지,KOSDAQ
004800,효성,KOSPI
004820,조인에너지,KOSPI
004830,덕성,KOSPI
004835,덕성우,KOSPI
004837,덕성(2우B),KOSPI
004840,DRB동일,KOSPI
004870,티웨이홀딩스,KOSPI
004890,동일산업,KOSPI
004910,조광페인트,KOSPI
004920,씨아이테크,KOSPI
004940,외환은행,KOSPI
004945,외환은행(1우B),KOSPI
004947,외환은행(2우B),KOSPI
004960,한신공영,KOSPI
004965,한신공영우,KOSPI
004970,신라교역,KOSPI
004980,성신양회,KOSPI
004985,성신양회우,KOSPI
004987,성신양회2우B,KOSPI
004989,성신양회3우B,KOSPI
004990,롯데지주,KOSPI
00499K,롯데지주우,KOSPI
005010,휴스틸,KOSPI
005030,부산주공,KOSPI
005060,대우통신,KOSPI
005070,코스모신소재,KOSPI
005090,SGC에너지,KOSPI
005110,한창,KOSPI
005160,동국산업,KOSDAQ
005180,빙그레,KOSPI
005190,동성화학,KOSPI
005250,녹십자홀딩스,KOSPI
005255,녹십자홀딩스1우,KOSPI
005257,녹십자홀딩스2우,KOSPI
005270,대구은행,KOSPI
005280,부산은행,KOSPI
005290,동진쎄미켐,KOSDAQ
005300,롯데칠성,KOSPI
005305,롯데칠성우,KOSPI
005320,국동,KOSPI
005330,카스코,KOSPI
005350,선우ST,KOSPI
005360,모나미,KOSPI
005380,현대차,KOSPI
005385,현대차우,KOSPI
005387,현대차2우B,KOSPI
005389,현대차3우B,KOSPI
005390,신성통상,KOSPI
005420,코스모화학,KOSPI
005430,한국공항,KOSPI
005440,현대지에프홀딩스,KOSPI
005450,신한,KOSPI
005490,POSCO홀딩스,KOSPI
005500,삼진제약,KOSPI
005560,JS전선,KOSPI
005600,중앙제지,KOSPI
005605,중앙제지(1우B),KOSPI
005610,SPC삼립,KOSPI
005620,대성합동지주,KOSPI
005670,푸드웰,KOSDAQ
005680,삼영전자,KOSPI
005690,파미셀,KOSPI
005710,대원산업,KOSDAQ
005720,넥센,KOSPI
005725,넥센우,KOSPI
005740,크라운해태홀딩스,KOSPI
005745,크라운해태홀딩스우,KOSPI
005750,대림B&Co,KOSPI
005760,위너스인프라인,KOSPI
005770,광주은행,KOSPI
005800,신영와코루,KOSPI
005810,풍산홀딩스,KOSPI
005820,원림,KOSPI
005830,DB손해보험,KOSPI
005850,에스엘,KOSPI
005860,한일사료,KOSDAQ
005870,휴니드,KOSPI
005880,대한해운,KOSPI
005890,동원증권,KOSPI
005895,"동원증권(1우 )",KOSPI
005897,동원증권(2우B),KOSPI
005900,동양건설,KOSPI
005930,삼성전자,KOSPI
005935,삼성전자우,KOSPI
005940,NH투자증권,KOSPI
005945,NH투자증권우,KOSPI
005950,이수화학,KOSPI
005960,동부건설,KOSPI
005965,동부건설우,KOSPI
005980,성지건설,KOSPI
005990,매일홀딩스,KOSDAQ
006040,동원산업,KOSPI
006050,국영지앤엠,KOSDAQ
006060,화승인더,KOSPI
006070,기린,KOSPI
006090,사조오양,KOSPI
006110,삼아알미늄,KOSPI
006120,SK디스커버리,KOSPI
006125,SK디스커버리우,KOSPI
006140,피제이전자,KOSDAQ
006150,한메NS,KOSPI
006200,한국전자홀딩스,KOSPI
006210,휴리프,KOSPI
006220,제주은행,KOSPI
006250,극동전선,KOSPI
006260,LS,KOSPI
006280,녹십자,KOSPI
006290,인천정유,KOSPI
006295,"인천정유(1우 )",KOSPI
006340,대원전선,KOSPI
006345,대원전선우,KOSPI
006347,대원전선(2우B),KOSPI
006350,전북은행,KOSPI
006360,GS건설,KOSPI
006370,대구백화점,KOSPI
006375,대구백화우,KOSPI
006380,카프로,KOSPI
006390,한일현대시멘트,KOSPI
006400,삼성SDI,KOSPI
006405,삼성SDI우,KOSPI
006440,한일건설,KOSPI
006445,한일건설(1우B),KOSPI
006490,인스코비,KOSPI
006570,대림통상,KOSPI
006580,대양제지,KOSDAQ
006600,동신제약,KOSPI
006605,"동신제약(1우 )",KOSPI
006610,경남은행,KOSPI
006620,동구바이오제약,KOSDAQ
006650,대한유화,KOSPI
006660,삼성공조,KOSPI
006730,서부T&D,KOSDAQ
006740,영풍제지,KOSPI
006750,센추리,KOSPI
006800,미래에셋증권,KOSPI
006805,미래에셋증권우,KOSPI
00680K,미래에셋증권2우B,KOSPI
006840,AK홀딩스,KOSPI
006880,신송홀딩스,KOSPI
006890,태경케미컬,KOSPI
006910,보성파워텍,KOSDAQ
006920,모헨즈,KOSDAQ
006980,우성,KOSPI
007050,유리이에스,KOSPI
007070,GS리테일,KOSPI
007110,일신석재,KOSPI
007120,미래아이앤지,KOSPI
007150,동양텔레콤,KOSDAQ
007160,사조산업,KOSPI
007190,한솔아트원제지,KOSPI
007195,한솔아트원제지우,KOSPI
007197,한솔아트원제지2우B,KOSPI
007200,진흥저축은행,KOSPI
007210,벽산,KOSPI
007280,한국특강,KOSPI
007310,오뚜기,KOSPI
007330,푸른저축은행,KOSDAQ
007340,DN오토모티브,KOSPI
007360,하나은행,KOSPI
007370,진양제약,KOSDAQ
007390,네이처셀,KOSDAQ
007410,대우전자,KOSPI
007420,해동금고,KOSPI
007460,에이프로젠,KOSPI
007480,대한은박지,KOSPI
007490,태창기업,KOSPI
007530,와이엠,KOSDAQ
007540,샘표,KOSPI
007570,일양약품,KOSPI
007575,일양약품우,KOSPI
007590,동방아그로,KOSPI
007595,동방아그우,KOSPI
007610,선도전기,KOSPI
007630,폴루스바이오팜,KOSPI
007640,HK저축은행,KOSDAQ
007660,이수페타시스,KOSPI
007680,대원,KOSDAQ
007690,국도화학,KOSPI
007700,F&F홀딩스,KOSPI
007720,대명소노시즌,KOSDAQ
007770,한일화학,KOSDAQ
007800,솔로몬저축은행,KOSPI
007810,코리아써키트,KOSPI
007815,코리아써우,KOSPI
00781K,코리아써키트2우B,KOSPI
007820,에스엠코어,KOSDAQ
007830,부산저축은행,KOSDAQ
007860,서연,KOSPI
007910,세원화성,KOSPI
007980,TP,KOSPI
008000,도레이케미칼,KOSPI
008020,경남에너지,KOSPI
008030,아이텍스필,KOSDAQ
008040,사조동아원,KOSPI
008060,대덕,KOSPI
00806K,대덕1우,KOSPI
008080,에스와이코퍼레이션,KOSPI
008110,대동전자,KOSPI
008120,모토조이,KOSPI
008250,이건산업,KOSPI
008260,NI스틸,KOSPI
008270,산은캐피탈,KOSPI
008290,원풍물산,KOSDAQ
008320,한국기술산업,KOSPI
008340,코레스,KOSDAQ
008350,남선알미늄,KOSPI
008355,남선알미우,KOSPI
008370,원풍,KOSDAQ
008400,C&중공업,KOSPI
008405,C&중공업우,KOSPI
008420,문배철강,KOSPI
008440,아이넥스,KOSPI
008470,부스타,KOSDAQ
008480,KEP전자,KOSPI
008485,KEP전자(1우B),KOSPI
008490,서흥,KOSPI
008500,일정실업,KOSPI
008530,일은증권,KOSPI
008540,케이비물산,KOSPI
008560,메리츠종금증권,KOSPI
008600,윌비스,KOSPI
008640,우성건설,KOSPI
008670,굿모닝신한증권,KOSPI
008675,굿모닝신한증권(1우),KOSPI
008690,한양,KOSPI
008700,아남전자,KOSPI
008705,아남전자우,KOSPI
008720,삼양엔텍,KOSPI
008730,율촌화학,KOSPI
008750,범양식품,KOSPI
008770,호텔신라,KOSPI
008775,호텔신라우,KOSPI
008780,"i 인프라",KOSDAQ
008800,스튜디오썸머,KOSDAQ
008830,대동기어,KOSDAQ
008870,금비,KOSPI
008900,티이씨앤코,KOSPI
008930,한미사이언스,KOSPI
008970,동양철관,KOSPI
008975,동양철관우,KOSPI
008980,동양현대종금,KOSPI
008985,"동양현대종금(1우 )",KOSPI
008990,중앙종금,KOSPI
009010,에듀언스,KOSDAQ
009050,대한알미늄,KOSPI
009070,KCTC,KOSPI
009080,퍼시픽글라스,KOSPI
009085,퍼시픽글라스(1우),KOSPI
009140,경인전자,KOSPI
009150,삼성전기,KOSPI
009155,삼성전기우,KOSPI
009160,SIMPAC,KOSPI
009180,한솔로지스틱스,KOSPI
009190,대양금속,KOSPI
009200,무림페이퍼,KOSPI
009220,그로웰전자,KOSDAQ
009240,한샘,KOSPI
009270,신원,KOSPI
009275,신원우,KOSPI
009280,다함이텍,KOSPI
009290,광동제약,KOSPI
009300,삼아제약,KOSDAQ
009310,참엔지니어링,KOSPI
009320,대우부품,KOSPI
009330,삼애인더스,KOSPI
009335,삼애인더스(1우B),KOSPI
009337,삼애인더스(2우B),KOSPI
009360,베네데스하이텍,KOSPI
009380,아세아페이퍼텍,KOSPI
009385,아세아페우B,KOSPI
009410,태영건설,KOSPI
009415,태영건설우,KOSPI
009420,한올바이오파마,KOSPI
009440,KC그린홀딩스,KOSPI
009450,경동나비엔,KOSPI
009460,한창제지,KOSPI
009470,삼화전기,KOSPI
009520,포스코엠텍,"KOSDAQ GLOBAL"
009540,HD한국조선해양,KOSPI
009580,무림P&P,KOSPI
009620,삼보산업,KOSDAQ
009680,모토닉,KOSPI
009690,케이엠에이치,KOSPI
009720,전기초자,KOSPI
009730,이렘,KOSDAQ
009760,한국컴퓨터지주,KOSPI
009770,삼정펄프,KOSPI
009780,엠에스씨,KOSDAQ
009790,휴닉스,KOSPI
009795,"휴닉스(1우 )",KOSPI
009810,플레이그램,KOSPI
009815,고려포리머우,KOSPI
009830,한화솔루션,KOSPI
009835,한화솔루션우,KOSPI
009837,한화석화(2우B),KOSPI
009840,갑을,KOSPI
009890,맥슨텔레콤,KOSPI
009895,맥슨텔레콤(1우B),KOSPI
009897,맥슨텔레콤(2우B),KOSPI
009900,명신산업,KOSPI
009940,대아리드선,KOSPI
009970,영원무역홀딩스,KOSPI
010040,한국내화,KOSPI
010050,우리종금,KOSPI
010060,OCI홀딩스,KOSPI
010090,해태유통,KOSPI
010095,해태유통(1우B),KOSPI
010100,한국무브넥스,KOSPI
010120,"LS ELECTRIC",KOSPI
010130,고려아연,KOSPI
010140,삼성중공업,KOSPI
010145,삼성중공우,KOSPI
010150,한국코아,KOSPI
010170,대한광통신,KOSDAQ
010200,극동제혁,KOSPI
010240,흥국,KOSDAQ
010280,쌍용정보통신,KOSDAQ
010330,라미화장품,KOSPI
010400,우진아이엔에스,KOSPI
010420,한솔PNS,KOSPI
010460,화인자산관리,KOSPI
010470,오리콤,KOSDAQ
010510,일진,KOSPI
010520,현대하이스코,KOSPI
010580,에스엠벡셀,KOSPI
010600,웰바이오텍,KOSPI
010620,HD현대미포,KOSPI
010640,진양폴리,KOSPI
010660,화천기계,KOSPI
010670,나노트로닉스,KOSDAQ
010690,화신,KOSPI
010730,금강화섬,KOSPI
010770,평화홀딩스,KOSPI
010780,아이에스동서,KOSPI
010820,퍼스텍,KOSPI
010950,S-Oil,KOSPI
010955,S-Oil우,KOSPI
010960,삼호개발,KOSPI
011000,진원생명과학,KOSPI
011020,코오롱유화,KOSPI
011040,경동제약,KOSDAQ
011050,케드콤,KOSPI
011070,LG이노텍,KOSPI
011080,형지I&C,KOSDAQ
011090,에넥스,KOSPI
011150,CJ씨푸드,KOSPI
011155,CJ씨푸드1우,KOSPI
011160,두산건설,KOSPI
011170,롯데케미칼,KOSPI
011200,HMM,KOSPI
011210,현대위아,KOSPI
011230,삼화전자,KOSPI
011260,한국종금,KOSPI
011280,태림포장,KOSPI
011290,갑을방적,KOSPI
011300,성안머티리얼스,KOSPI
011320,유니크,KOSDAQ
011330,유니켐,KOSPI
011370,서한,KOSDAQ
011390,부산산업,KOSPI
011400,케이씨오에너지,KOSPI
011420,갤럭시아에스엠,KOSPI
011450,송원칼라,KOSPI
011500,한농화성,KOSPI
011510,청구,KOSPI
011560,세보엠이씨,KOSDAQ
011690,와이투솔루션,KOSPI
011700,한신기계,KOSPI
011720,현대피앤씨,KOSPI
011760,현대코퍼레이션,KOSPI
011780,금호석유,KOSPI
011785,금호석유우,KOSPI
011790,SKC,KOSPI
011800,배명금속,KOSPI
011810,STX,KOSPI
011815,"STX(1우 )",KOSPI
011840,계몽사,KOSPI
011930,신성솔라에너지,KOSPI
012030,DB,KOSPI
012090,성원건설,KOSPI
012095,성원건설우,KOSPI
012160,영흥,KOSPI
012170,아센디오,KOSPI
012200,계양전기,KOSPI
012205,계양전기우,KOSPI
012210,삼미금속,KONEX
012250,셰프라인,KOSPI
012260,이지닷컴,KOSPI
012265,"이지닷컴(1우 )",KOSPI
012270,동신,KOSPI
012280,영화금속,KOSPI
012320,경동인베스트,KOSPI
012330,현대모비스,KOSPI
012335,현대모비스우,KOSPI
012337,현대모비스(2우B),KOSPI
012340,뉴인텍,KOSDAQ
012400,허메스홀딩스,KOSPI
012405,허메스홀딩스우,KOSPI
012410,글로스텍,KOSPI
012420,메리츠종금,KOSPI
012450,한화에어로스페이스,KOSPI
012460,우영,KOSDAQ
012510,더존비즈온,KOSPI
012580,톰보이,KOSPI
012600,청호ICT,KOSPI
012610,경인양행,KOSPI
012620,원일특강,KOSDAQ
012630,HDC,KOSPI
012650,쌍용건설,KOSDAQ
012655,쌍용건설우,KOSDAQ
012670,환영철강,KOSPI
012690,모나리자,KOSPI
012700,리드코프,KOSDAQ
012710,한스종금,KOSPI
012720,건영,KOSPI
012750,에스원,KOSPI
012760,동아정기,KOSPI
012790,신일제약,KOSDAQ
012800,대창,KOSPI
012805,대창우,KOSPI
012860,모베이스전자,KOSDAQ
012990,LG석유화학,KOSPI
013000,세우글로벌,KOSPI
013005,세우글로벌우,KOSPI
013030,하이록코리아,KOSDAQ
013090,이트로닉스,KOSPI
013095,"이트로닉스(1우 )",KOSPI
013097,이트로닉스(2우B),KOSPI
013120,동원개발,KOSDAQ
013200,C&우방,KOSPI
013240,셀런,KOSPI
013250,대양금고,KOSPI
013255,대양금고(1우B),KOSPI
013310,아진산업,KOSDAQ
013340,AJS,KOSDAQ
013360,일성건설,KOSPI
013365,일성건설우B,KOSPI
013367,일성건설2우B,KOSPI
013450,동성하이켐,KOSDAQ
013520,화승코퍼레이션,KOSPI
013570,디와이,KOSPI
013580,계룡건설,KOSPI
013630,휴먼이노텍,KOSDAQ
